,timestamp,lastpull_ts,link,price,year,make,model,body,mileage,title_type,city,state,seller,trim,ext_color,int_color,transmission,liters,cylinders,fuel_type,n_doors,ext_condition,int_condition,drive_type,n_pics,views,favorites,workingURL,view_rate,favorite_rate,fav_per_view
162,1584387072,1584570164,https://cars.ksl.com/listing/6312695,4000,2008,Subaru,Outback,Wagon,133984,Rebuilt/Reconstructed Title,Pleasant Grove,UT,Owner,,,,,,4.0,Gasoline,,,,AWD,1,58.0,5.0,1,27.369846852948243,2.3594695562886416,0.08620689655172414
163,1584387030,1584570164,https://cars.ksl.com/listing/6236003,10650,2017,Honda,Fit,Hatchback,41101,Clean Title,Lehi,UT,Dealer,LX,gray,black,Automanual,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,17,132.0,7.0,1,62.27571068179583,3.302499808883113,0.05303030303030303
164,1584387006,1584570165,https://cars.ksl.com/listing/6269316,20980,2016,Honda,Odyssey,Minivan,25716,Clean Title,Lehi,UT,Dealer,SE,white,tan,Automanual,,6.0,Gasoline,4.0,Excellent,Excellent,FWD,27,180.0,5.0,1,84.9098324406663,2.358606456685175,0.027777777777777776
165,1584386990,1584570166,https://cars.ksl.com/listing/6268967,10650,2016,Honda,Fit,Sedan,36043,Clean Title,Lehi,UT,Dealer,LX,black,black,Automanual,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,23,74.0,7.0,1,34.9041359130017,3.301742586365026,0.0945945945945946
166,1584386958,1584570168,https://cars.ksl.com/listing/6237561,25900,2012,Ram,2500,Truck,88000,Rebuilt/Reconstructed Title,Ogden,UT,Dealer,Laramie,green,tan,Automatic,,6.0,Diesel,4.0,Very Good,Excellent,4-Wheel Drive,10,459.0,15.0,1,216.45980022924516,7.073849680694287,0.032679738562091505
167,1584386952,1584570170,https://cars.ksl.com/listing/5129755,2495,1998,Infiniti,QX4,Wagon,255689,Clean Title,Salt Lake City,UT,Dealer,,pearl white,tan,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,19,937.0,24.0,1,441.8605158881769,11.317665294894603,0.025613660618996798
168,1584386928,1584570170,https://cars.ksl.com/listing/6300090,5500,2003,Chevrolet,Tahoe,Sport Utility,130556,Clean Title,Heber City,UT,Owner,Z71,white,tan,Automatic,,8.0,Flex Fuel,4.0,Good,Good,4-Wheel Drive,19,143.0,8.0,1,67.42559020311936,3.7720609903843005,0.055944055944055944
169,1584386896,1584570172,https://cars.ksl.com/listing/6312688,9800,1996,Dodge,Ram 2500,Truck,275000,Clean Title,Rupert,ID,Owner,SLT,red,gray,Automatic,,6.0,Diesel,2.0,Very Good,Good,4-Wheel Drive,11,118.0,4.0,1,55.62757807896287,1.8856806128461991,0.03389830508474576
170,1584386896,1584570173,https://cars.ksl.com/listing/4974675,18995,2011,GMC,1500,Truck,124226,Clean Title,Idaho Falls,ID,Dealer,SLE,silver,black,Automatic,,8.0,Flex Fuel,,,,4-Wheel Drive,17,,,0,,,
171,1584386868,1584570174,https://cars.ksl.com/listing/6312686,44900,2017,Chevrolet,Silverado 2500HD,Truck,84279,Clean Title,Bountiful,UT,Dealer,LTZ,silver,black,Automatic,,8.0,Diesel,4.0,Excellent,Excellent,4-Wheel Drive,13,60.0,5.0,1,28.280580013747503,2.3567150011456253,0.08333333333333333
172,1584386853,1584570175,https://cars.ksl.com/listing/6312685,6995,2010,Nissan,Armada,Sport Utility,141271,Clean Title,North Logan,UT,Dealer,SE,,,Automatic,,8.0,Gasoline,4.0,,,RWD,5,31.0,1.0,1,14.610357731205202,0.47130186229694204,0.03225806451612903
173,1584386840,1584570176,https://cars.ksl.com/listing/5012234,67987,2019,Mercedes-Benz,GLS-Class,Sport Utility,10231,,Farmington,UT,Dealer,GLS 450,polar white,black,Automatic,,6.0,Gasoline,4.0,,,AWD,48,828.0,5.0,1,390.20814242701925,2.3563293624820005,0.006038647342995169
174,1584386818,1584570176,https://cars.ksl.com/listing/6312684,2000,2016,Kia,Rio,Compact,95000,Clean Title,Park City,UT,Owner,LX,white,black,Automatic,,4.0,Gasoline,4.0,Poor,Very Good,2-Wheel Drive,8,644.0,7.0,1,303.4588073604642,3.2984652973963504,0.010869565217391304
175,1584386754,1584570177,https://cars.ksl.com/listing/6274959,1998,2001,Honda,Civic,Sedan,253899,Clean Title,Ogden,UT,Dealer,LX,tan,tan,Manual,,4.0,Gasoline,4.0,Very Good,Excellent,FWD,19,165.0,5.0,1,77.72198688277916,2.35521172372058,0.030303030303030304
176,1584386729,1584570179,https://cars.ksl.com/listing/5401897,31394 | MSRP 37550,2019,Chevrolet,Malibu,Sedan,61,Clean Title,St. George,UT,Dealer,Premier,iridescent pearl tricoat,jet black,Automatic,,4.0,Gasoline,4.0,,,,26,212.0,3.0,1,99.84627964022896,1.4129190515126735,0.014150943396226415
177,1584386719,1584570180,https://cars.ksl.com/listing/6312677,8900,1999,Toyota,Tacoma,Truck,82000,Salvage Title,Bountiful,UT,Owner,SR5,black,gray,Manual,,6.0,Gasoline,2.0,Fair,Very Good,4-Wheel Drive,10,284.0,5.0,1,133.7483170810145,2.354723892271382,0.017605633802816902
178,1584386688,1584570180,https://cars.ksl.com/listing/6121041,2950,1996,Geo,Tracker,SUV,135777,Clean Title,Pocatello,ID,Dealer,,,,Manual,,4.0,Gasoline,,,,4-Wheel Drive,18,1612.0,27.0,1,759.0347263095938,12.713360800470866,0.016749379652605458
179,1584386673,1584570181,https://cars.ksl.com/listing/6132556,28991,2014,Ford,F-150,Truck,31312,,Twin Falls,ID,Dealer,FX4,black,black,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,35,314.0,4.0,1,147.83878631994244,1.8832966410183754,0.012738853503184714
180,1584386672,1584570182,https://cars.ksl.com/listing/6312673,4950,2005,Subaru,Outback,Wagon,119725,Clean Title,Salt Lake City,UT,Owner,Limited LL Bean,silver,beige,Automatic,,6.0,Gasoline,5.0,Very Good,Very Good,AWD,18,,,0,,,
181,1584386601,1584570183,https://cars.ksl.com/listing/6236124,15988,2017,Chevrolet,Volt,Sedan,36255,Clean Title,Bountiful,UT,Dealer,LT,silver,black,Automatic,,4.0,Hybrid,5.0,Excellent,Excellent,FWD,26,76.0,3.0,1,35.768212569859784,1.4119031277576235,0.039473684210526314
182,1584386590,1584570184,https://cars.ksl.com/listing/6275579,14995,2015,Chevrolet,Camaro,Coupe,73243,Clean Title,Murray,UT,Dealer,RS,white,gray,Automatic,,6.0,Gasoline,2.0,Excellent,Excellent,RWD,21,287.0,6.0,1,135.06323736069808,2.823621686983235,0.020905923344947737
183,1584386572,1584570186,https://cars.ksl.com/listing/6229826,74305,1995,Land Rover,Defender,Convertible,66789,Clean Title,Sandy,UT,Dealer,,yellow,black,Manual,,8.0,Gasoline,2.0,Excellent,Excellent,4-Wheel Drive,27,201.0,7.0,1,94.58102323352247,3.2938664807694398,0.03482587064676617
184,1584386540,1584570186,https://cars.ksl.com/listing/5753736,17350,2016,Mazda,CX-3,Sport Utility,23950,Clean Title,Roy,UT,Dealer,Grand Touring,blue,black,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,AWD,32,547.0,24.0,1,257.34728771658524,11.29128867495072,0.043875685557586835
185,1584386505,1584570187,https://cars.ksl.com/listing/6312670,1800,1997,Chevrolet,Cargo Van,Van,148249,Clean Title,Clearfield,UT,Owner,,black,gray,Automatic,5.7,8.0,Gasoline,4.0,Good,Very Good,2-Wheel Drive,11,115.0,9.0,1,54.093487658017665,4.233403381931817,0.0782608695652174
186,1584386503,1584570189,https://cars.ksl.com/listing/6233330,25988,2020,Toyota,Sienna,Minivan,15296,Clean Title,Bountiful,UT,Dealer,LE,gray,gray,Automatic,,6.0,Gasoline,5.0,Excellent,Excellent,FWD,27,76.0,3.0,1,35.74796119464739,1.4111037313676602,0.039473684210526314
187,1584386482,1584570190,https://cars.ksl.com/listing/6312669,6995,2011,Honda,Civic,Sedan,113000,Clean Title,Provo,UT,Dealer,EX,black,,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,22,63.0,3.0,1,29.629629629629626,1.4109347442680775,0.047619047619047616
188,1584386463,1584570192,https://cars.ksl.com/listing/5923015,10290,2018,Nissan,Sentra,Sedan,33802,Clean Title,Roy,UT,Dealer,S,silver,black,CVT,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,21,233.0,7.0,1,109.57007331450126,3.291804777688879,0.030042918454935622
189,1584386349,1584570193,https://cars.ksl.com/listing/6312659,54000,2018,Jeep,Wrangler,SUV,13000,Clean Title,Idaho Falls,ID,Dealer,Rubicon,red,black,Automatic,3.6,6.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,4,63.0,2.0,1,29.607710885315807,0.9399273296925654,0.031746031746031744
190,1584386341,1584570194,https://cars.ksl.com/listing/6132549,24553,2016,Ford,F-150,Truck,79525,,Twin Falls,ID,Dealer,XLT,white,medium earth gray,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,21,144.0,0.0,1,67.67145491234845,0.0,0.0
191,1584386341,1584570194,https://cars.ksl.com/listing/6166983,11980,2018,Volkswagen,Jetta,Sedan,27410,Clean Title,Roy,UT,Dealer,1.4T S,red,gray,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,18,186.0,6.0,1,87.40896259511675,2.819643954681185,0.03225806451612903
