post_date,lastpull_ts,link,price,year,make,model,body,mileage,title_type,city,state,seller,trim,ext_color,int_color,transmission,liters,cylinders,fuel_type,n_doors,ext_condition,int_condition,drive_type,VIN,n_pics
2020-03-21,1584801120,https://cars.ksl.com/listing/6122408,16495,2019,Hyundai,Kona,Sport Utility,23563,Clean Title,Orem,UT,Dealer,SE,black,cloth,Automatic,,4.0,Gasoline,,,,FWD,KM8K12AA9KU203873,20
2020-03-21,1584801121,https://cars.ksl.com/listing/6216856,7990,2013,Hyundai,Veloster,Coupe,90860,Clean Title,Midvale,UT,Dealer,RE:FLEX,black,black,Automanual,,4.0,Gasoline,3.0,Excellent,Excellent,FWD,KMHTC6AD6DU147331,11
2020-03-21,1584801123,https://cars.ksl.com/listing/6107033,32995,2018,Chevrolet,Silverado 1500,Truck,39107,Clean Title,Salt Lake City,UT,Dealer,LT,white,black,Automatic,,8.0,Gasoline,,,,4-Wheel Drive,1GCUKREC1JF113912,11
2020-03-21,1584801123,https://cars.ksl.com/listing/6152353,9990,2014,Mitsubishi,Outlander,Sport Utility,95861,Rebuilt/Reconstructed Title,Midvale,UT,Dealer,SE,white,beige,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,JA4AZ3A37EZ008985,15
2020-03-21,1584801124,https://cars.ksl.com/listing/6254873,19520,2013,Ford,F-150,Truck,96759,,Heber City,UT,Dealer,XLT,kodiak brown metallic,pale adobe,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1FTFW1ET1DFB47013,31
2020-03-21,1584801125,https://cars.ksl.com/listing/6254872,31190,2012,Ford,F-350,Truck,105875,,Heber City,UT,Dealer,Lariat,white,black,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1FT8W3BT4CEB39775,32
2020-03-21,1584801125,https://cars.ksl.com/listing/6218953,16990,2015,GMC,Acadia,Sport Utility,101345,Rebuilt/Reconstructed Title,Midvale,UT,Dealer,Denali,white,black,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,AWD,1GKKVTKD9FJ170439,14
2020-03-21,1584801126,https://cars.ksl.com/listing/6324198,37999,2018,Toyota,Tundra,Truck,11830,,St. George,UT,Dealer,SR5,super white,graphite,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,5TFUY5F17JX764797,4
2020-03-21,1584801128,https://cars.ksl.com/listing/5952676,44985,2017,Jeep,Wrangler,Convertible,725,,West Valley City,UT,Dealer,Sahara,granite crystal metallic clearcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4BJWEG2HL633561,17
2020-03-21,1584801129,https://cars.ksl.com/listing/6324197,12999,2012,Toyota,RAV4,Sport Utility,80573,,St. George,UT,Dealer,,black forest pearl,ash,Automatic,,4.0,Gasoline,4.0,,,4-Wheel Drive,2T3BF4DV8CW191686,5
2020-03-21,1584801130,https://cars.ksl.com/listing/6324196,19999,2015,Jeep,Grand Cherokee,Sport Utility,66074,,St. George,UT,Dealer,Laredo,brilliant black crystal pearlcoat,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4RJFAG9FC737871,5
2020-03-21,1584801131,https://cars.ksl.com/listing/6304415,12290,2015,Honda,Civic,Sedan,75910,Clean Title,Midvale,UT,Dealer,EX-L,silver,black,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,2HGFB2F98FH537808,15
2020-03-21,1584801131,https://cars.ksl.com/listing/6237406,34966,2018,Ford,F-150,Truck,56506,Clean Title,Taylorsville,UT,Dealer,Lariat,black,,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,1FTEW1EG1JKD00409,37
2020-03-21,1584801132,https://cars.ksl.com/listing/5118403,4995,2006,Scion,xA,Hatchback,99515,Clean Title,Salt Lake City,UT,Dealer,,white,black,Automatic,,4.0,Gasoline,5.0,Excellent,Excellent,FWD,JTKKT624260133590,12
2020-03-21,1584801133,https://cars.ksl.com/listing/6324195,18759,2018,Ford,Focus,Hatchback,25924,,Salt Lake City,UT,Dealer,ST,yellow,charcoal black,Manual,,4.0,Gasoline,4.0,,,,1FADP3L90JL270036,29
2020-03-21,1584801133,https://cars.ksl.com/listing/6107029,27995,2014,Chevrolet,Silverado 1500,Truck,67095,Clean Title,Salt Lake City,UT,Dealer,LT,black,black,Automatic,,8.0,Flex Fuel,,,,4-Wheel Drive,3GCUKREC8EG266405,14
2020-03-21,1584801134,https://cars.ksl.com/listing/6151855,14990,2014,BMW,X3,SUV,84896,Clean Title,Midvale,UT,Dealer,xDrive28i,blue,beige,Automanual,,4.0,Gasoline,4.0,Excellent,Excellent,AWD,5UXWX9C57E0D10916,11
2020-03-21,1584801136,https://cars.ksl.com/listing/6156375,60450,2020,Ford,F-350,Truck,4,Clean Title,Gunnison,UT,Dealer,XLT,brown,gray,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1FT8W3BT1LEC62188,34
2020-03-21,1584801136,https://cars.ksl.com/listing/6324194,13146,2019,Volkswagen,Jetta,Sedan,30540,,Salt Lake City,UT,Dealer,S,red,storm gray/black,Automatic,,4.0,Gasoline,4.0,,,,3VWC57BUXKM136074,26
2020-03-21,1584801137,https://cars.ksl.com/listing/6237405,12966,2016,Hyundai,Tucson,Sport Utility,90948,Clean Title,Taylorsville,UT,Dealer,SE,black,,Automatic,2.0,4.0,Gasoline,,,,FWD,KM8J23A49GU249929,33
2020-03-21,1584801139,https://cars.ksl.com/listing/6152409,3990,2003,GMC,Yukon,Sport Utility,200025,Clean Title,Midvale,UT,Dealer,SLT,gold,beige,Automatic,,8.0,Flex Fuel,4.0,Excellent,Excellent,4-Wheel Drive,1GKEK13ZX3R224591,13
2020-03-21,1584801139,https://cars.ksl.com/listing/6107028,34995,2017,Ford,F-150,Truck,78078,Clean Title,Salt Lake City,UT,Dealer,Lariat,black,black,,,6.0,Gasoline,,,,4-Wheel Drive,1FTEW1EG5HFB36326,28
2020-03-21,1584801141,https://cars.ksl.com/listing/6324193,15500,2016,Chevrolet,Malibu,Sedan,56416,,Pocatello,ID,Dealer,LT,brown,jet black,Automatic,,4.0,Gasoline,4.0,,,,1G1ZE5ST0GF235236,0
2020-03-21,1584801142,https://cars.ksl.com/listing/6324192,28750,2015,Chevrolet,Silverado 3500HD,Truck,86634,,Pocatello,ID,Dealer,LT,white,,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1GC4KZCG3FF526976,0
2020-03-21,1584801143,https://cars.ksl.com/listing/6237404,14977,2016,Subaru,Legacy,Sedan,86229,Clean Title,Taylorsville,UT,Dealer,2.5i Limited,black,,Automatic,,4.0,Gasoline,,,,,4S3BNBN68G3054786,33
2020-03-21,1584801143,https://cars.ksl.com/listing/6324191,12900,2014,Chevrolet,Silverado 1500,Truck,196584,,Pocatello,ID,Dealer,Work Truck,gray,jet black dark ash,Automatic,,8.0,Flex Fuel,2.0,,,4-Wheel Drive,1GCNKPEC4EZ308691,0
2020-03-21,1584801146,https://cars.ksl.com/listing/6324190,19500,2014,Ford,F-150,Truck,120717,,Pocatello,ID,Dealer,XLT,red,,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1FTFW1ETXEFB89679,0
2020-03-21,1584801148,https://cars.ksl.com/listing/6324189,18000,2019,Chevrolet,Malibu,Sedan,32382,,Pocatello,ID,Dealer,LT,white,jet black,Automatic,,4.0,Gasoline,4.0,,,,1G1ZD5ST1KF108958,0
2020-03-21,1584801148,https://cars.ksl.com/listing/6307465,13995,2016,Chevrolet,Trax,Sport Utility,25560,Clean Title,Price,UT,Dealer,LS,cyber gray metallic,jet black,Automatic,,4.0,Gasoline,,,,FWD,3GNCJKSB1GL149462,42
2020-03-21,1584801149,https://cars.ksl.com/listing/6324188,18900,2018,Chevrolet,Impala,Sedan,28365,,Pocatello,ID,Dealer,LT,white,jet black,Automatic,,6.0,Gasoline,4.0,,,,2G1105S38J9174715,0
2020-03-21,1584801153,https://cars.ksl.com/listing/6324187,37800,2018,Chevrolet,Suburban,Sport Utility,38452,,Pocatello,ID,Dealer,LT,silver,jet black,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1GNSKHKC1JR106762,0
2020-03-21,1584801154,https://cars.ksl.com/listing/6220794,32000,2013,Ford,F-350,Truck,90905,,Provo,UT,Dealer,,white platinum metallic tri-coat,black,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1FT8W3BTXDEA08660,30
2020-03-21,1584801154,https://cars.ksl.com/listing/6324185,35000,2014,Porsche,Cayenne,Sport Utility,33781,,Bountiful,UT,Dealer,Diesel Platinum Edition,gray,black,Automatic,,6.0,Diesel,4.0,,,AWD,WP1AF2A22ELA43130,37
2020-03-21,1584801156,https://cars.ksl.com/listing/6270836,7899,2013,Volkswagen,Passat,Sedan,81333,Clean Title,Taylorsville,UT,Dealer,Wolfsburg Edition,gray,,Automatic,2.5,5.0,Gasoline,,,,,1VWAP7A36DC139620,1
2020-03-21,1584801157,https://cars.ksl.com/listing/6324183,36995,2016,Ford,F-150,Truck,66490,,Bountiful,UT,Dealer,King Ranch,green,mesa,Automatic,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,1FTFW1EF0GFC50986,37
2020-03-21,1584801159,https://cars.ksl.com/listing/6324182,34000,2016,Nissan,Titan XD,Truck,65737,,Bountiful,UT,Dealer,PRO-4X,white,black,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1N6BA1F48GN515411,35
2020-03-21,1584801159,https://cars.ksl.com/listing/6324181,27000,2019,Ram,1500 Classic,Truck,21468,,Bountiful,UT,Dealer,SLT,blue,black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1C6RR7LT4KS511205,27
2020-03-21,1584801161,https://cars.ksl.com/listing/6107022,7995,2013,Volkswagen,Passat,Sedan,78911,Clean Title,American Fork,UT,Dealer,SE,gray,titan black,Automatic,,5.0,Gasoline,4.0,,,,1VWBP7A37DC050644,23
2020-03-21,1584801163,https://cars.ksl.com/listing/6324180,27000,2019,Ram,1500 Classic,Truck,20938,,Bountiful,UT,Dealer,SLT,blue,black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1C6RR7LT0KS511248,26
2020-03-21,1584801164,https://cars.ksl.com/listing/6107020,20995,2016,Mercedes-Benz,C-Class,Sedan,31458,Clean Title,American Fork,UT,Dealer,C 300,blue,crystal gray,Automatic,,4.0,Gasoline,4.0,,,AWD,55SWF4KB6GU100502,23
2020-03-21,1584801164,https://cars.ksl.com/listing/6152380,7990,2012,Toyota,Camry,Sedan,125365,Clean Title,Midvale,UT,Dealer,LE,black,gray,Automatic,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,4T1BF1FK5CU512500,12
2020-03-21,1584801165,https://cars.ksl.com/listing/6324179,5000,2005,GMC,1500,Truck,255500,Clean Title,Tremonton,UT,Owner,,white,gray,Automatic,,8.0,Gasoline,,Good,Very Good,4-Wheel Drive,2GTEK19B851285312,9
2020-03-21,1584801166,https://cars.ksl.com/listing/5507884,4995,2003,Toyota,RAV4,Sport Utility,158285,Clean Title,Salt Lake City,UT,Dealer,,silver,gray,Automatic,,4.0,Gasoline,5.0,Excellent,Excellent,4-Wheel Drive,JTEHH20V830201762,10
2020-03-21,1584801166,https://cars.ksl.com/listing/6324178,20495,2012,Ford,F-150,Truck,80500,,Twin Falls,ID,Dealer,FX4,white,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1FTFX1ETXCFC04384,64
2020-03-21,1584801168,https://cars.ksl.com/listing/5821826,9995,2000,Lexus,LX 470,Sport Utility,163775,Clean Title,Salt Lake City,UT,Dealer,,white,beige,Automatic,,8.0,Gasoline,5.0,Excellent,Excellent,4-Wheel Drive,JT6HT00W7Y0118404,18
2020-03-21,1584801169,https://cars.ksl.com/listing/6324177,29495,2011,Chevrolet,Silverado 2500HD,Truck,148669,,Twin Falls,ID,Dealer,LTZ,white,ebony,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1GC1KYC80BF256654,32
2020-03-21,1584801170,https://cars.ksl.com/listing/6307460,21170,2015,Audi,A5,Coupe,24368,,Salt Lake City,UT,Dealer,Premium Plus,white,,Automatic,,4.0,Gasoline,,,,AWD,WAUMFAFR3FA048071,30
2020-03-21,1584801171,https://cars.ksl.com/listing/6324176,17495,2011,Ford,F-150,Truck,126760,,Twin Falls,ID,Dealer,Lariat,gray,black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1FTFW1ET9BFA75362,53
2020-03-21,1584801172,https://cars.ksl.com/listing/6324175,29495,2011,Ford,F-350,Truck,126398,,Twin Falls,ID,Dealer,Lariat,black,adobe,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1FT8W3BT6BEB50839,70
2020-03-21,1584801174,https://cars.ksl.com/listing/6324174,34698,2014,GMC,2500,Truck,104558,,Idaho Falls,ID,Dealer,SLT,white,dark titanium light titanium,Automatic,,8.0,Diesel,4.0,,,4-Wheel Drive,1GT121E87EF190550,4
2020-03-21,1584801175,https://cars.ksl.com/listing/6271069,26751,2016,Jeep,Wrangler,Convertible,85728,,Bountiful,UT,Dealer,Rubicon,bright white clearcoat,black,Automatic,3.6,6.0,Gasoline,4.0,,,4-Wheel Drive,1C4BJWFG5GL311493,30
2020-03-21,1584801176,https://cars.ksl.com/listing/6304340,12990,2013,Toyota,RAV4,Sport Utility,101244,Clean Title,Midvale,UT,Dealer,LE Plus,gray,gray,Automanual,,4.0,Gasoline,4.0,Excellent,Excellent,4-Wheel Drive,2T3BFREV6DW027530,11
2020-03-21,1584801176,https://cars.ksl.com/listing/6304324,13990,2015,Ford,Explorer,Sport Utility,104061,Rebuilt/Reconstructed Title,Midvale,UT,Dealer,Limited,red,black,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,AWD,1FM5K8F89FGA66909,16
2020-03-21,1584801178,https://cars.ksl.com/listing/5917409,29899,2014,Ram,2500,Truck,139731,,Sandy,UT,Dealer,Laramie Power Wagon,bright white clearcoat,,Automatic,,8.0,Gasoline,,,,4-Wheel Drive,3C6TR5FJ5EG291184,26
2020-03-21,1584801179,https://cars.ksl.com/listing/6307459,6996,2013,Ford,Focus,Sedan,90278,,Salt Lake City,UT,Dealer,SE,red,,Automatic,,4.0,Flex Fuel,,,,,1FADP3K22DL382779,30
2020-03-21,1584801180,https://cars.ksl.com/listing/6152297,11990,2012,Nissan,Murano,Sport Utility,103495,Clean Title,Midvale,UT,Dealer,,white,beige,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,AWD,JN8AZ1MW9CW208544,23
2020-03-21,1584801180,https://cars.ksl.com/listing/6324173,29000,2015,Chevrolet,Silverado 1500,Truck,49797,Clean Title,St. George,UT,Dealer,LT,silver ice metallic,jet black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,3GCUKREC0FG527172,1
2020-03-21,1584801181,https://cars.ksl.com/listing/6324172,39500,2019,Ram,1500,Truck,23477,Clean Title,St. George,UT,Dealer,Laramie,maximum steel metallic clearcoat,black,Automatic,,8.0,Gasoline,4.0,,,4-Wheel Drive,1C6SRFJT6KN575274,1
2020-03-21,1584801182,https://cars.ksl.com/listing/6307458,4996,2002,Audi,TT,Coupe,124841,,Salt Lake City,UT,Dealer,,green,,Automatic,,4.0,Gasoline,,,,AWD,TRUUT28N021019946,30
2020-03-21,1584801182,https://cars.ksl.com/listing/6324171,17500,2017,Honda,Civic,Hatchback,52252,Clean Title,St. George,UT,Dealer,Sport,black,,Automatic,,4.0,Gasoline,4.0,,,,SHHFK7H40HU206144,10
2020-03-21,1584801183,https://cars.ksl.com/listing/6324170,22000,2013,Ford,F-150,Truck,103225,Clean Title,St. George,UT,Dealer,,white,,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1FTFW1ET0DKF36975,10
2020-03-21,1584801183,https://cars.ksl.com/listing/6324169,21000,2015,Ram,1500,Truck,90919,Clean Title,St. George,UT,Dealer,SLT,bright white clearcoat,diesel gray/black,Automatic,,6.0,Diesel,4.0,,,RWD,1C6RR6GM5FS649502,10
2020-03-21,1584801184,https://cars.ksl.com/listing/6207313,7990,2015,Hyundai,Elantra,Sedan,84332,Clean Title,Midvale,UT,Dealer,SE,red,gray,Automanual,,4.0,Gasoline,4.0,Excellent,Excellent,FWD,5NPDH4AE9FH573342,4
2020-03-21,1584801185,https://cars.ksl.com/listing/6307457,7963,2002,Toyota,Tundra,Truck,144000,,Salt Lake City,UT,Dealer,SR5,tan,,Automatic,,8.0,Gasoline,,,,4-Wheel Drive,5TBBT44112S293801,30
2020-03-21,1584801185,https://cars.ksl.com/listing/6324167,35909,2018,Chevrolet,Colorado,Truck,23431,,Idaho Falls,ID,Dealer,4WD ZR2,silver,jet black,Automatic,,6.0,Gasoline,4.0,,,4-Wheel Drive,1GCGTEEN2J1125357,0
2020-03-21,1584801187,https://cars.ksl.com/listing/6307455,12953,2011,Honda,Pilot,Sport Utility,95687,,Salt Lake City,UT,Dealer,EX-L,gray,,Automatic,,6.0,Gasoline,,,,4-Wheel Drive,5FNYF4H70BB049634,30
2020-03-21,1584801188,https://cars.ksl.com/listing/6307454,2996,2007,Saturn,Ion,Sedan,225345,,Salt Lake City,UT,Dealer,ION 2,cypress green,tan,Automatic,,4.0,Gasoline,,,,FWD,1G8AJ58F97Z187066,30
2020-03-21,1584801188,https://cars.ksl.com/listing/6207253,16490,2012,GMC,1500,Truck,162176,Clean Title,Midvale,UT,Dealer,SLE,red,black,Automatic,5.3,8.0,Flex Fuel,4.0,Excellent,Excellent,4-Wheel Drive,3GTP2VE78CG292458,12
2020-03-21,1584801189,https://cars.ksl.com/listing/6307453,5249,2006,Scion,xB,Sedan,141066,,Salt Lake City,UT,Dealer,,black,,Automatic,,4.0,Gasoline,,,,FWD,JTLKT324864036347,30
2020-03-21,1584801189,https://cars.ksl.com/listing/6237394,15372,2006,Ford,Econoline Cutaway,,148793,,Bountiful,UT,Dealer,,oxford white clearcoat,medium pebble,Automatic,,10.0,Gasoline,2.0,,,,1FDXE45S16HB40128,1
2020-03-21,1584801191,https://cars.ksl.com/listing/6324164,27990,2020,Nissan,Murano,Sport Utility,11484,,Ogden,UT,Dealer,SV,black,graphite,Automatic,,6.0,Gasoline,4.0,,,AWD,5N1AZ2BS3LN105865,0
2020-03-21,1584801193,https://cars.ksl.com/listing/6324165,17999,2020,Kia,Optima,Sedan,14718,,Ogden,UT,Dealer,LX,silver,black,Automatic,,4.0,Gasoline,4.0,,,,5XXGT4L30LG390734,0
2020-03-21,1584801195,https://cars.ksl.com/listing/6106989,21607,2016,Ford,Edge,Sport Utility,45845,,Morgan,UT,Dealer,Titanium,black,ebony,Automatic,,4.0,Gasoline,4.0,,,AWD,2FMPK4K90GBB06335,30
2020-03-21,1584801196,https://cars.ksl.com/listing/6324163,7500,2011,BMW,3 Series,Sedan,96000,Rebuilt/Reconstructed Title,Sandy,UT,Owner,328i XDrive,blue,tan,Automatic,,6.0,Gasoline,4.0,Excellent,Excellent,AWD,WBAPK7C58BA817364,15
2020-03-21,1584801197,https://cars.ksl.com/listing/6207172,8490,2017,Ford,Fiesta,Hatchback,65035,Clean Title,Midvale,UT,Dealer,SE,gray,black,Automatic,,4.0,Gasoline,4.0,Excellent,Very Good,FWD,3FADP4EJ3HM113073,8
2020-03-21,1584801198,https://cars.ksl.com/listing/6237390,13500,2014,Dodge,Journey,Sport Utility,78139,,Bountiful,UT,Dealer,,pearl white tri-coat,black,Automatic,,6.0,Gasoline,4.0,,,AWD,3C4PDDFG3ET161953,30
2020-03-21,1584801198,https://cars.ksl.com/listing/6324162,20200,2019,Ford,Fusion,Sedan,36342,,Layton,UT,Dealer,Titanium,gray,,Automatic,,4.0,Gasoline,4.0,,,AWD,3FA6P0D96KR117508,0
2020-03-21,1584801199,https://cars.ksl.com/listing/6324161,18900,2019,Ford,Fusion,Sedan,33055,,Layton,UT,Dealer,Titanium,silver,,Automatic,,4.0,Gasoline,4.0,,,AWD,3FA6P0D96KR109599,0
2020-03-21,1584801199,https://cars.ksl.com/listing/6324160,21250,2019,Jeep,Compass,Sport Utility,17822,,Layton,UT,Dealer,Limited,silver,black,Automatic,,4.0,Gasoline,4.0,,,4-Wheel Drive,3C4NJDCB7KT780639,0
2020-03-21,1584801200,https://cars.ksl.com/listing/6221285,13635,2011,GMC,1500,Truck,155753,,Nampa,ID,Dealer,SLT,white,gray,,,8.0,Flex Fuel,4.0,,,4-Wheel Drive,3GTP2WE33BG192222,23
2020-03-21,1584801216,https://cars.ksl.com/listing/6324159,9980,2018,Nissan,Versa,Sedan,44249,,Layton,UT,Dealer,SV,blue,charcoal,Automatic,,4.0,Gasoline,4.0,,,FWD,3N1CN7AP6JL872841,24
