timestamp,link,liters_str
2020-03-24 08:05:01.553849,https://cars.ksl.com/listing/6208820,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-24 08:06:04.900708,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:06:16.505460,https://cars.ksl.com/listing/6208820,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-24 08:07:12.878192,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:07:28.199269,https://cars.ksl.com/listing/6208820,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-24 08:08:37.136144,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:08:54.141506,https://cars.ksl.com/listing/6208820,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-24 08:09:46.911790,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:10:03.092639,https://cars.ksl.com/listing/6208820,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-24 08:11:05.751498,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:11:18.121575,https://cars.ksl.com/listing/6208820,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-24 08:12:22.856068,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:12:33.561885,https://cars.ksl.com/listing/6208820,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-24 08:13:42.067561,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:14:54.380109,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:15:58.616007,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:17:15.898769,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:18:34.093074,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:19:40.760265,https://cars.ksl.com/listing/6208810,V6
2020-03-24 08:21:04.971271,https://cars.ksl.com/listing/6208810,V6
2020-03-24 10:30:15.713780,https://cars.ksl.com/listing/6314488,V6
2020-03-24 10:41:30.665111,https://cars.ksl.com/listing/6314488,V6
2020-03-24 10:57:35.539387,https://cars.ksl.com/listing/6314488,V6
2020-03-24 11:12:48.031764,https://cars.ksl.com/listing/6314488,V6
2020-03-24 11:14:27.060154,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-24 11:18:24.830452,https://cars.ksl.com/listing/6329494,V8
2020-03-24 11:40:09.635580,https://cars.ksl.com/listing/6314488,V6
2020-03-24 11:41:52.592158,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-24 11:45:42.571306,https://cars.ksl.com/listing/6329494,V8
2020-03-24 14:03:28.003103,https://cars.ksl.com/listing/6314488,V6
2020-03-24 14:08:30.242664,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-24 14:20:40.880641,https://cars.ksl.com/listing/6329494,V8
2020-03-24 15:43:03.136383,https://cars.ksl.com/listing/6314488,V6
2020-03-24 15:48:04.194577,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-24 15:59:47.057034,https://cars.ksl.com/listing/6329494,V8
2020-03-24 18:36:07.749154,https://cars.ksl.com/listing/5035686,3.6/
2020-03-24 18:39:44.796516,https://cars.ksl.com/listing/5035686,3.6/
2020-03-24 20:23:08.698205,https://cars.ksl.com/listing/6314488,V6
2020-03-24 20:27:56.218826,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-24 20:38:49.551678,https://cars.ksl.com/listing/6329494,V8
2020-03-24 21:03:09.011162,https://cars.ksl.com/listing/6314224,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-03-24 22:39:12.099881,https://cars.ksl.com/listing/2896448,2.4/
2020-03-24 22:40:10.704320,https://cars.ksl.com/listing/2896448,2.4/
2020-03-24 23:10:37.475455,https://cars.ksl.com/listing/6296371,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-03-24 23:10:47.551030,https://cars.ksl.com/listing/6328664,2.0 TFSI 4 Cylinder 220 HP
2020-03-24 23:10:50.586391,https://cars.ksl.com/listing/6328663,2.0 TFSI 4 Cylinder 200 HP
2020-03-24 23:10:54.539632,https://cars.ksl.com/listing/6328660,1.8 TFSI 4 Cylinder 170 HP
2020-03-25 00:14:29.065791,https://cars.ksl.com/listing/5800495,V6
2020-03-25 01:58:35.125376,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:02:42.753297,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:06:41.406878,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:10:40.678423,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:14:23.710726,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:18:13.704705,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:22:09.597915,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:25:55.347525,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:29:27.561141,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:33:14.767141,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:36:55.342623,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:40:36.809806,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:44:30.861924,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:48:12.294908,https://cars.ksl.com/listing/5800495,V6
2020-03-25 02:52:04.554868,https://cars.ksl.com/listing/5800495,V6
2020-03-25 10:42:54.440512,https://cars.ksl.com/listing/6264419,I4
2020-03-25 10:43:55.202205,https://cars.ksl.com/listing/6264419,I4
2020-03-25 11:11:30.861139,https://cars.ksl.com/listing/6183380,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-25 11:43:04.370410,https://cars.ksl.com/listing/6331150,1.8 TFSI 4 Cylinder 170 HP
2020-03-25 11:43:23.637488,https://cars.ksl.com/listing/6331146,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-03-25 11:43:38.614135,https://cars.ksl.com/listing/6331141,2.0 TFSI 4 Cylinder 220 HP
2020-03-25 11:43:50.910609,https://cars.ksl.com/listing/6229362,V6
2020-03-25 11:52:48.340540,https://cars.ksl.com/listing/6245912,V6
2020-03-25 11:59:44.286069,https://cars.ksl.com/listing/6245827,39.5 Cu.in. Range Extender
2020-03-25 12:20:15.259217,https://cars.ksl.com/listing/6330755,V6
2020-03-25 12:54:00.619602,https://cars.ksl.com/listing/5035686,3.6/
2020-03-25 13:02:22.451072,https://cars.ksl.com/listing/5035686,3.6/
2020-03-25 14:47:47.061460,https://cars.ksl.com/listing/6314488,V6
2020-03-25 14:52:15.567181,https://cars.ksl.com/listing/6216231,83kw Electric Motor
2020-03-25 15:03:08.630643,https://cars.ksl.com/listing/6329494,V8
2020-03-25 15:04:00.427076,https://cars.ksl.com/listing/6329494,V8
2020-03-25 15:30:00.064135,https://cars.ksl.com/listing/6314224,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-03-25 17:41:13.886021,https://cars.ksl.com/listing/6314224,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
